N fonctionnalité;THEME;Date Fait;Demande 1;Demande 2;Demande 3;Demande 4;Résultat 1;Résultat 2;Résultat 3;Résultat 4;Paramètre Modifié;Ecran/Impression;Type;Ticket;Version
11780;PARAMETRES;17/06/2012;Ajouter droits utilisateur pour gérer les dates inventaire;;;;Ok;;;;;;Modification;;2012
11773;STOCK;16/06/2012;Fiche article. rendre le champ type appareil obligatoire selon appareil;;;;Menu fichiers généraux - onglet divers 1 - onglet fournitures - onglet famille;;;;;;Modification;;2012
11774;FACTURE;16/06/2012;Observation obligatoire pour un avoir;;;;Paramètres généraux - onglet facture - onglet avoir;;;;O;;Modification;;2012
11766;STOCK;14/06/2012;Création automatiquement d'une commande à partir d'un devis;;;;Menu stock - les articles - bouton mouvement -  bouton commande - bouton création selon devis;;;;;;Modification;;2012
11765;FACTURE;10/06/2012;Liste facture format comptable. ajouter code retour et famille retour;;;;Ok;;;;;;Modification;;2012
11764;FACTURE;05/06/2012;Ajouter critère de recherche pour les devis même convertis;;;;Ok;;;;;;Modification;;2012
11761;STOCK;01/06/2012;Ajouter dans les recherches le critère référence interne;;;;Ok;;;;;;Modification;;2012
11762;PLANNING HEBDO;01/06/2012;Dans l'écran d'affectation a d'autres technicien . tenir compte des obligations clients;;;;Ok;;;;;;Modification;;2012
11763;STOCK;01/06/2012;Edition top vente avec critère famille;;;;Ok;;;;;;Modification;;2012
11760;INTERVENTION;30/05/2012;Editer les attestations entretien classées comme les bons d'intervention;;;;Ok;;;;;;Modification;;2012
11759;STOCK;21/05/2012;Editer planche étiquettes sans prix;;;;Ok;;;;;;Modification;;2012
11758;COLLECTIF;11/05/2012;Ajouter critère agence collectif dans situation intervention;;;;Ok;;;;;;Modification;;2012
11756;FACTURE;11/05/2012;Edition liste facture ajouter critère type de clientele;;;;Ok;;;;;;Modification;;2012
11757;STOCK;11/05/2012;Paramètrer l'édition des commandes avec choix de prix (net ou brut);;;;Paramètres généraux - Stock - onglet page 1;;;;O;;Modification;;2012
11745;STOCK;05/05/2012;Mouvement stock magasin vers voiture. possibilité de préciser si le destinataire est une client;;;;Ok;;;;;;Modification;;2012
11755;FICHIERS GENERAUX;03/05/2012;Codes postaux. édition répartition clients selon énergie;;;;Menu les fichiers - codes postaux - édition répartition client;;;;;;Modification;;2012
11754;FACTURE;27/04/2012;Recherche sur technicien;;;;Ok;;;;;;Modification;;2012
11752;COLLECTIF;05/04/2012;Ajouter dans rapport chantier la date et heure appel;;;;Ok;;;;;;Modification;;2012
11751;FACTURE;26/03/2012;Possiilite de modifier des lignes de texte dans le corps de facture comptabilisée;;;;Menu facture - facture dvis avoir - bouton divers;;;;;;Modification;;2012
11749;PERSONNEL;16/03/2012;Autorisation des éditions de prmies selon utilisateur;;;;Ok;;;;;;Modification;;2012
11750;COLLECTIF;15/03/2012;Ajouter critère agence pour recherche et situation intervention;;;;Ok;;;;;;Modification;;2012
11748;STOCK;20/02/2012;Augmenter prix achat par sous-famille;;;;Ok;;;;;;Modification;;2012
11747;COLLECTIF;10/02/2012;Rapport chantier. ajouter critère agence;;;;Ok;;;;;;Modification;;2012
11746;FICHIERS GENERAUX;08/02/2012;Changer les codes retour;;;;Fichiers généraux - onglet code i/r - onglet retour;Autoriser que administrateur;;;;;Modification;;2012
11744;COMPTABILITE;07/02/2012;Ajouter dans l'édition de la balance une colonne de TVA  autre;;;;Ok;;;;;;Modification;;2012
11741;FACTURE;07/02/2012;Editer une enquete après une facture selon le code activité;;;;Paramètres généraux - onglet facture - onglet divers5;Préciser le type d'enquete et le code activité;;;O;;Modification;;2012
11743;COLLECTIF;06/02/2012;Liste des mises en service collectif. éditer la designation de la puissance  au lieu du code;;;;Le choix se fait dans l'écran d'édition;;;;;;Modification;;2012
11742;STOCK;01/02/2012;Constructeur. liste des articles NON références. ne pas éditer les inactifs;;;;Ok;;;;;;Modification;;2012
11738;FACTURE;26/01/2012;Conversion devis en facture. message si ancien taux TVA  a 5.5 %;;;;Ok;;;;;;Modification;;2012
11739;STOCK;25/01/2012;Liste des tarifs pièces avec sélection sur la quantité en stock;;;;Ok;;;;;;Modification;;2012
11740;DIVERS;25/01/2012;Liste des clients avec ou sans contact (courriers);;;;Menu divers;;;;;;Modification;;2012
11736;CLIENT;23/01/2012;Liste origine client imposée;;;;Ok;;;;;;Modification;;2012
11737;CLIENT;23/01/2012;Liste motif résiliation contrat imposée;;;;Ok;;;;;;Modification;;2012
11735;INDICATEUR;23/01/2012;Ajouter dans les codes retours une exclusion ratio contrat (onglet indicateur);;;;Ok;;;;;;Modification;;2012
11733;STOCK;11/01/2012;Outils pour modifier le crédit d'impot sur les articles;;;;Stock - les articles - barre outils - outils - modifier crédit impot;;;;;;Modification;;2012
11714;STOCK;21/12/2011;Inventaire magasin avec import fichier csv;;;;Paramètres généraux - Stock - cocher inventaire magasin avec fichier externe;;;;O;;Modification;;2011
11715;STOCK;21/12/2011;Inventaire voiture avec import fichier csv;;;;Paramètres généraux - Stock - cocher inventaire voiture avec fichier externe;;;;O;;Modification;;2011
11730;PARAMETRES;20/12/2011;Droits restreints pour un accès utilisateur externe selon code Tiers;;;;Paramètres - autorisations - gestion - onglet accès limité;;;;O;;Modification;;2011
11732;INTERVENTION;09/12/2011;En édition BI mettre une etoile sur l'appareil choisi;;;;Ok;;;;;;Modification;;2011
11731;FACTURE;07/12/2011;Rechercher les prestations (mo, déplacement...) sur la designation;;;;Ok;;;;;;Modification;;2011
11728;FACTURE;03/12/2011;Ajouter dans récapitulatif une colonne contrat o/n et une colonne individuel/collectif;;;;Ok;;;;;;Modification;;2011
11725;COMPTABILITE;01/12/2011;Lien comptable. a l'édition pouvoir cumuler les comptes par facture;;;;Ok;;;;;;Modification;;2011
11729;INTERVENTION;01/12/2011;Visu interventions supprimées. ajouter critère code client;;;;Ok;;;;;;Modification;;2011
11726;CLIENT;30/11/2011;Ajouter dans le bouton message le téléphone;;;;Ok;;;;;;Modification;;2011
11718;FACTURE;24/11/2011;Mise à jour date nouveau contrat sur date intervention;;;;Paramètres généraux - onglet facture - onglet contrat;Cocher date nouveau contrat sur date intervention;;;O;;Modification;;2011
11719;FACTURE;24/11/2011;Editer les montants sous garanti;;;;Paramètres édition - onglet facture;Cocher édition montant garanti;;;O;;Modification;;2011
11720;FACTURE;24/11/2011;Editer les lignes de texte pour les interventions gratuites;;;;Ok;;;;;;Modification;;2011
11721;STOCK;24/11/2011;Depreciation.si pas date d'entrée de stock deprecier sur date de création;;;;Ok;;;;;;Modification;;2011
11722;STOCK;24/11/2011;Depreciation. sous-total par marque;;;;Ok;;;;;;Modification;;2011
11723;STOCK;24/11/2011;Editer le type de date sur valeur de stock;;;;Ok;;;;;;Modification;;2011
11724;CONTRAT;24/11/2011;Mise à jour des prix contrat en prenant les tarifs suivants;;;;Ok;;;;;;Modification;;2011
11712;CLIENT;21/11/2011;Editer comme les collectifs une quittance contrat en tenant compte de la répartition p2/p3 selon le;Code tarif;;;Ok;;;;;;Modification;;2011
11716;FACTURE;21/11/2011;Ajouter dans l'édition devis opérationnel le code client;;;;Ok;;;;;;Modification;;2011
11717;COLLECTIF;21/11/2011;Ajouter dans rapport chantier les horaires d'intervention;;;;Ok;;;;;;Modification;;2011
11711;STOCK;18/11/2011;Ajouter en sortie exceptionnelle une observation;;;;La saisie est désormais sauvegardée et accessible à partir de l'historique des mouvements;;;;;;Modification;;2011
11708;STOCK;17/11/2011;Mouvement voiture vers voiture pas d'historique du cédant;;;;Ok;;;;;;Modification;;2011
11709;STOCK;17/11/2011;Ajouter en commande une date prévue de livraison à faire apparaitre en visu client;;;;Ok;;;;;;Modification;;2011
11710;STOCK;17/11/2011;Demande de prix. éditer l'entête de l'agence du client;;;;Paramètres édition - cocher entete agence pour commande;;;;O;;Modification;;2011
11713;COLLECTIF;17/11/2011;Exporter la synthèse parc détaillée;;;;Ok;;;;;;Modification;;2011
11706;STOCK;16/11/2011;Voir et éditer les prix de vente pour les voitures type;;;;Ok;;;;;;Modification;;2011
11707;CLIENT;16/11/2011;Changer en masse les codes prix de vente pièces des fiches clients;;;;Menu les clients - contrôle clients - onglet page 2;;;;;;Modification;;2011
11705;CLIENT;16/11/2011;Dans origine client. recherche installateur avec critère de recherche sur le nom;;;;Ok;;;;;;Modification;;2011
11703;COMPTABILITE;28/10/2011;Prevoir cadrage a gauche pour les comptes clients sans racine collective;;;;Ok;;;;;;Modification;;2011
11704;PARAMETRES;28/10/2011;Suivi des modifications des paramètres;;;;Paramètres généraux - onglet info tec;;;;O;;Modification;;2011
11701;INTERVENTION;18/10/2011;Ajouter dans le BI le code 17 et le code nomenclature;;;;Ok;;;;;;Modification;;2011
11700;CLIENT;17/10/2011;Separation des téléphones et des adresses Email pour les clients, Tiers, Fournisseurs et installateurs.;Visuel vert si Email existant rouge si Email inexistant;;;Ok;;;;;;Modification;;2011
11699;FACTURE;14/10/2011;Edition facture operationnelle. ajouter stock voiture et casier;;;;Ok;;;;;;Modification;;2011
11698;PLANNING HEBDO;14/10/2011;En modification technicien mettre à jour dans la fiche la date heure et utilisateur de modification;;;;Ok;;;;;;Modification;;2011
11649;FACTURE;12/10/2011;Liste facture avec recherche sur preparateur devis détail ou cumule;;;;Ok;;;;;;Modification;;2011
11697;STOCK;12/10/2011;Bloquer les coefficients de prix et remise sur les catalogues constructeurs selon droits utilisateurs;;;;Menu stock - constructeur - cocher coef fixe;;;;;;Modification;;2011
11597;COLLECTIF;12/10/2011;Ajouter les options dans l'édition des quittances;;;;Ok;;;;;;Modification;;2011
11688;COLLECTIF;08/10/2011;Besoin d'un 2eme n° marché a choisir dans la facturation;;;;Paramètres généraux - onglet contrat - onglet collectif;;;;O;;Modification;;2011
11682;COLLECTIF;07/10/2011;Liaison Batigère. enlever les espaces. ne pas recupérer 2 fois les qualités de rue;;;;Ok;;;;;;Modification;;2011
11695;FACTURE;07/10/2011;Saisie rapide retour. possibilité de plus de commentaires;;;;Nouvel onglet corps de 20 lignes. ces lignes seront visibles dans l'écran classique facture;;;;;;Modification;;2011
11696;COLLECTIF;07/10/2011;Possibilité d'attribuer le n° contrat d'un collectif à tous les locataires;;;;Menu collectif - bouton contrôle d'un collectif;Cocher mise à jour n° contrat;;;;;Modification;;2011
11691;CLIENT;06/10/2011;Pays dans fiche client par défaut;;;;Paramètres généraux - raison sociale - saisir pays;;;;O;;Modification;;2011
11628;CLIENT;06/10/2011;N° contrat par défaut pour les clients individuels;;;;Paramètres généraux - onglet contrat - onglet individuel;;;;O;;Modification;;2011
11629;STOCK;06/10/2011;Historique mouvement. le bouton contrôle de doit pas integrer les bons comptoir;;;;Ok;;;;;;Modification;;2011
11667;STOCK;05/10/2011;Obligation de création référence en ne prenant que dans le catalogue du fabricant pour la famille PDR;;;;Menu paramètres - autorisation - gestion - onglet stock;;;;O;;Modification;;2011
11668;STOCK;05/10/2011;Paramétrer des droits utilisateurs pour modifier les prix articles selon famille et marque;;;;Menu paramètres - autorisation - gestion - onglet stock;;;;O;;Modification;;2011
11694;COLLECTIF;05/10/2011;Edition situation intervention avec critère sur code gerant et/ou propriétaire;;;;Ok;;;;;;Modification;;2011
11665;COMPTABILITE;04/10/2011;Création remise par défaut la  date du jour et NON fin exercice;;;;Paramètres comptabilité - onglet règlement ;Cocher bornes remise avec date du jour;;;O;;Modification;;2011
11692;CONTRAT;04/10/2011;Ajouter dans les listes entretien un critère sur collectif privé/public;;;;Ok;;;;;;Modification;;2011
11693;PERSONNEL;04/10/2011;Ajouter dans la fiche technicien la notion sous-traitant;A cumuler dans le tableau de bord temps passé détail;;;Ok;;;;;;Modification;;2011
11690;FACTURE;04/10/2011;Lister les interventions avec le type d'intervention et leur code retour;;;;Menu facture - barre outils - édition - origine intervention + retour;;;;;;Modification;;2011
11680;FACTURE;03/10/2011;Ajouter le n° tél sur liste des A Revoir;;;;Ok;;;;;;Modification;;2011
11659;COLLECTIF;02/10/2011;Rechercher et liste les collectifs selon date de fin contrat;;;;Menu collectif - collectif - recherche dur date de fin contrat - bouton imprimer liste;;;;;;Modification;;2011
11674;FACTURE;01/10/2011;Edition relevé impaye mettre à jour le fichier relance;;;;Ok;;;;;;Modification;;2011
11675;TIERS;01/10/2011;Case à cocher relevé obligatoire pour éviter d'éditer une relance;;;;Ok;;;;;;Modification;;2011
11676;CLIENT;01/10/2011;Case à cocher relevé obligatoire pour éviter d'éditer une relance;;;;Ok;;;;;;Modification;;2011
11670;STOCK;30/09/2011;Automatiser les mises à jour catalogues selon utilisateur;;;;Paramètres généraux - onglet divers - onglet automatismes 1;Renseigner l'utilisateur dans mise à jour automatique catalogues constructeurs par;;;O;;Modification;;2011
11671;STOCK;30/09/2011;Interdire la création d'un article d'une marque inexistante;;;;Paramètres généraux - Stock - onglet page 1;Cocher interdire article avec marque inexistante;;;O;;Modification;;2011
11652;FACTURE;29/09/2011;Limiter l'utilisation de références divers dans le corps facture en nombre de lignes ou en montant selon;Un pourcentage. test sur les références cochées divers;;;Paramètres généraux - onglet facture - onglet divers 5;Paramètrer la limite ou:et % a ne pas depasser;;;O;;Modification;;2011
11689;FACTURE;27/09/2011;Liste impayes. choix d'un client ou payeur;;;;Ok;;;;;;Modification;;2011
11684;STOCK;26/09/2011;Recherche article n'afficher que les références actives;;;;Paramètres généraux - Stock - onglet page 1;Cocher n'affciher que les références actives;;;O;;Modification;;2011
11686;STOCK;26/09/2011;Liste preparatoire inventaire. éditer que les références actives;;;;Dans l'écran inventaire ajout d'un critère de recherche sur références actives/inactives;;;;;;Modification;;2011
11677;INTERVENTION;26/09/2011;Pouvoir effacer un n° devis associe dans une fiche intervention;;;;Autoriser en administrateur;;;;;;Modification;;2011
11605;STOCK;26/09/2011;Ajouter dans Fournisseur article date du prix;;;;Ok;;;;;;Modification;;2011
11653;STOCK;25/09/2011;Fiche tarif et stock ajouter une case à cocher pour signaler la référence comme etant divers;;;;Ok;;;;;;Modification;;2011
11660;COLLECTIF;25/09/2011;Effacer les renseignements du gardien si code gardien vide;;;;Paramètres généraux - onglet divers - onglet page 1;Cocher coordonnées gardien collectif avec code;;;O;;Modification;;2011
11683;FACTURE;25/09/2011;Ajouter date et heure modification dans l'écran facture;;;;Ok;;;;;;Modification;;2011
11687;INTERVENTION;23/09/2011;Ajouter dans le crj22 le nom et si possible l'adresse du Tiers;;;;Ok;;;;;;Modification;;2011
11685;COLLECTIF;22/09/2011;Incoherence sur la recherche par mois de facturation;;;;Lancer un contrôle;;;;;;Modification;;2011
11679;FACTURE;22/09/2011;Les classements sur recherche facture ne fonctionnent pas;;;;Ok;;;;;;Modification;;2011
11681;FACTURE;22/09/2011;Ajouter dans liste facture format comptable le nom des clients;;;;Ok;;;;;;Modification;;2011
11654;CLIENT;19/09/2011;Téléphone obligatoire bloquant ou alerte;;;;Paramètres généraux - onglet divers - onglet page 1;;;;O;;Modification;;2011
11644;STOCK;15/09/2011;récupération catalogue externe. ajouter champ genre et type appareil avec possibilité de prix à zéro;;;;Ok;;;;;;Modification;;2011
